title	genre	score	revenue	released
Rabbit Hole	Drama	6.9	5129058	2011-01-28
Radio Flyer	Drama	6.6	4651977	1992-02-21
Rain Man	Drama	7.6	412800000	1988-12-16
Random Hearts	Drama	5.3	74608570	1999-10-08
Reign Over Me	Drama	7.1	22222308	2007-03-23
Rendition	Drama	6.2	24748670	2007-10-19
Rent	Drama	6.7	31670620	2005-11-23
Requiem for a Dream	Drama	7.9	7390108	2000-12-15
Revolutionary Road	Drama	6.7	75225693	2009-01-23
Ride with the Devil	Drama	6.6	635096	1999-11-05
Rock Star	Drama	6	16991902	2001-09-07
Rocky Balboa	Drama	6.5	155721132	2006-12-20
Romeo + Juliet	Drama	6.7	147298761	1996-11-01
Ruby in Paradise	Drama	5.6	1001437	1993-11-05
Safe	Drama	6.3	40346186	1995-06-30
Safe Haven	Drama	6.9	97594140	2013-02-14
Save the Last Dance	Drama	6.3	91038276	2001-01-12
Saving Private Ryan	Drama	7.9	481840909	1998-07-24
Seabiscuit	Drama	6.7	148336445	2003-07-25
Sense and Sensibility	Drama	7.2	135000000	1996-01-26
Seven Pounds	Drama	7.5	168167691	2008-12-19
Shadow of the Vampire	Drama	6.6	8279017	2001-01-26
Shame	Drama	7	17693675	2012-03-16
Showgirls	Drama	4.9	20350754	1995-09-22
Signs	Drama	6.4	408247917	2002-08-02
Silent House	Drama	5.2	13101672	2012-03-09
Sling Blade	Drama	7.4	24475416	1997-03-14
Slumdog Millionaire	Drama	7.6	377910544	2008-12-25
Sphere	Drama	5.8	13100000	1998-02-13
Stake Land	Drama	6.2	33245	2011-12-09
Step Up 2: The Streets	Drama	6.5	150816700	2008-02-14
Step Up 3D	Drama	6.6	159291809	2010-08-06
Step Up Revolution	Drama	6.7	140470746	2012-07-27
Still Alice	Drama	7.5	43884652	2015-02-20
Stoker	Drama	6.5	12077441	2013-04-05
Stomp the Yard	Drama	6.1	75511123	2007-01-12
Stone	Drama	5.2	9479718	2010-10-22
Stop-Loss	Drama	6.1	11207130	2008-03-28
Strangerland	Drama	5.1	17472	2015-07-10
Sweet November	Drama	6.4	65754228	2001-02-16
Swimfan	Drama	5	34411240	2002-09-06
Syriana	Drama	6.3	94000000	2005-12-09
Take Shelter	Drama	7.1	3099314	2011-11-10
Take the Lead	Drama	6.6	34742066	2006-04-07
Talk Radio	Drama	6.7	3468572	1989-01-13
Tea with Mussolini	Drama	5.8	21001563	1999-05-14
The Age of Adaline	Drama	7.4	65663276	2015-04-24
The Age of Innocence	Drama	7	32255440	1993-10-01
The Alamo	Drama	5.8	25819961	2004-04-09
The Amityville Horror	Drama	6	108047131	2005-04-15
The Astronaut's Wife	Drama	5.4	19598588	1999-08-27
The Ballad of Jack and Rose	Drama	6.5	712294	2005-04-08
The Beaver	Drama	6.3	970816	2011-06-17
The Believer	Drama	6.8	416925	2001-08-23
The Best of Me	Drama	7.2	35926213	2014-10-17
The Box	Drama	5.4	33333531	2009-11-06
The Bridges of Madison County	Drama	7.3	182016617	1995-06-02
The Canyons	Drama	4.1	56825	2013-08-02
The Color of Money	Drama	6.7	52293982	1986-10-17
The Craft	Drama	6.3	24769466	1996-05-03
The Curious Case of Benjamin Button	Drama	7.3	333932083	2008-12-25
The Day the Earth Stood Still	Drama	5.2	233093859	2008-12-12
The Debt	Drama	6.3	45636368	2011-08-31
The Deep End of the Ocean	Drama	5.9	28121100	1999-03-12
The Devil's Advocate	Drama	7.2	152944660	1997-10-17
The Diary of a Teenage Girl	Drama	6.8	1477002	2015-08-28
The End of the Affair	Drama	6.6	10827816	2000-01-21
The English Patient	Drama	7	231976425	1996-12-06
The Exorcism of Emily Rose	Drama	6.3	144216468	2005-09-09
The Fault in Our Stars	Drama	7.6	307166834	2014-06-06
The Firm	Drama	6.6	270248367	1993-06-30
The Flowers of War	Drama	7.1	95311434	2011-12-16
The Fountain	Drama	6.8	15304890	2006-11-22
The Game	Drama	7.5	109423648	1997-09-12
The Ghost Writer	Drama	6.7	60222298	2010-03-19
The Gift	Drama	6.7	58978653	2001-01-19
The Gift	Drama	6.7	58978653	2015-08-07
The Girl with the Dragon Tattoo	Drama	7.2	232617430	2010-04-30
The Good German	Drama	5.9	5914908	2007-01-19
The Good Girl	Drama	6.1	16856124	2002-08-30
The Help	Drama	7.8	124272124	2011-08-10
The Homesman	Drama	6.4	3442853	2014-05-18
The Horse Whisperer	Drama	6.7	186883563	1998-05-15
The Hours	Drama	7	41597830	2003-02-14
The Hunt	Drama	7.9	16800000	2012-12-21
The Hurt Locker	Drama	7.2	42000000	2009-07-31
The Ice Storm	Drama	6.9	8038061	1997-11-26
The Ides of March	Drama	6.5	75993061	2011-10-07
The Illusionist	Drama	7.1	86915017	2006-09-01
The Immigrant	Drama	6.2	5867686	2014-05-23
The Impossible	Drama	7	180274123	2013-01-04
The In Crowd	Drama	4.7	5217498	2000-07-19
The Joneses	Drama	6.1	7022728	2010-04-23
The Kite Runner	Drama	7.3	73276047	2008-01-11
The Lake House	Drama	6.5	114830111	2006-06-16
The Last Temptation of Christ	Drama	7	8373585	2004-03-12
The Legend of Bagger Vance	Drama	6.3	39459427	2000-11-03
The Lives of Others	Drama	7.9	70000000	2007-03-30
The Longest Ride	Drama	7.3	63013281	2015-04-10
The Lovely Bones	Drama	6.6	93525586	2010-01-15
The Lucky One	Drama	6.8	99357138	2012-04-20
The Machinist	Drama	7.3	8203235	2004-12-03
The Majestic	Drama	6.6	37317558	2001-12-21
The Manchurian Candidate	Drama	6.2	96105964	2004-07-30
The Master	Drama	7	28258060	2012-09-21
The Messenger	Drama	7.1	1521261	2009-12-04
The Monuments Men	Drama	5.8	154984035	2014-02-07
The Mothman Prophecies	Drama	6.1	55157539	2002-01-25
The Notebook	Drama	7.7	115603229	2004-06-25
The Passion of the Christ	Drama	6.9	611899420	2004-02-25
The Perks of Being a Wallflower	Drama	7.7	33400000	2012-10-12
The Phantom of the Opera	Drama	7	154648887	2004-12-22
The Prestige	Drama	8	109676311	2006-10-20
The Prince of Tides	Drama	5.9	74787599	1991-12-25
The Quiet American	Drama	6.4	27674124	2003-03-07
The Reader	Drama	7.2	113019290	2009-01-30
The Red Violin	Drama	7.3	9495408	1999-06-11
The Remains of the Day	Drama	7.5	23237911	1993-11-19
The Rite	Drama	5.8	96047633	2011-01-28
The Rookie	Drama	6.5	75597042	2002-03-29
The Roommate	Drama	5.3	40492759	2011-02-04
The Scarlet Letter	Drama	5.5	10382407	1995-10-13
The Secret in Their Eyes	Drama	7.8	33965843	2010-05-21
The Secret Life of Bees	Drama	7.4	38105395	2008-10-17
The Shallows	Drama	6.2	119100758	2016-06-24
The Sixth Sense	Drama	7.7	672806292	1999-08-06
The Spanish Prisoner	Drama	7.1	13835130	1998-05-15
The Thin Red Line	Drama	7.2	98126565	1999-01-15
The Time Traveler's Wife	Drama	6.7	101229792	2009-08-14
The Tree of Life	Drama	6.5	54674226	2011-10-21
The Village	Drama	6.2	256697520	2004-07-30
The Virgin Suicides	Drama	7.1	10409377	2000-05-19
The Vow	Drama	7	196114570	2012-02-10
The Woman in Black	Drama	6.1	127730736	2012-02-03
The Words	Drama	6.4	13231461	2012-09-07
The Wrestler	Drama	7.3	44703995	2009-01-30
The X Files	Drama	6.6	189198313	1998-06-19
The X Files: I Want to Believe	Drama	5.5	68369434	2008-07-25
There Will Be Blood	Drama	7.9	77208711	2008-01-25
Things We Lost in the Fire	Drama	6.7	2849142	2007-10-19
Thirteen	Drama	6.7	4601043	2003-09-19
Thirteen Days	Drama	6.9	34566746	2001-01-12
Titanic	Drama	7.5	1845034188	1997-12-19
Trainspotting	Drama	7.8	16491080	1996-08-09
Transcendence	Drama	5.9	103039258	2014-04-18
Troy	Drama	6.9	497409852	2004-05-14
Tumbleweeds	Drama	6.2	1281176	2000-03-03
Twilight	Drama	5.8	392616625	2008-11-21
Two Lovers	Drama	6.6	3148182	2009-03-20
Unbreakable	Drama	6.9	248118121	2000-11-22
Under the Skin	Drama	6	5380251	2014-03-14
Unfaithful	Drama	6.3	119137784	2002-05-10
Unforgiven	Drama	7.7	159157447	1992-08-07
Unfriended	Drama	5.5	62882090	2015-04-17
United 93	Drama	6.9	76286096	2006-04-28
Up in the Air	Drama	6.7	163670000	2009-12-23
Valkyrie	Drama	6.7	200276000	2008-12-25
Vanity Fair	Drama	5.5	16123851	2004-09-01
Vicky Cristina Barcelona	Drama	6.7	96408652	2008-08-15
Victor Frankenstein	Drama	5.6	34227298	2015-11-25
Wall Street: Money Never Sleeps	Drama	5.8	134748021	2010-09-24
War Horse	Drama	7	177584879	2011-12-25
Warrior	Drama	7.7	23057115	2011-09-09
Water for Elephants	Drama	6.7	114156230	2011-04-22
We Are Marshall	Drama	6.7	43545364	2006-12-22
We Are Your Friends	Drama	6.3	11122090	2015-08-28
We Need to Talk About Kevin	Drama	7.4	6038942	2012-01-13
What Dreams May Come	Drama	6.8	71485043	1998-10-02
What Lies Beneath	Drama	6.3	155464351	2000-07-21
What's Eating Gilbert Grape	Drama	7.5	30000000	1994-03-04
When the Game Stands Tall	Drama	6.3	30127963	2014-08-22
Whip It	Drama	6.7	16633035	2009-10-02
Whiplash	Drama	8.3	13092000	2015-01-23
White Noise	Drama	5.6	91196419	2005-01-07
Wicker Park	Drama	6.7	13001257	2004-09-03
Winter's Bone	Drama	6.8	13831503	2010-07-16
Winter's Tale	Drama	6	30800231	2014-02-14
World Trade Center	Drama	5.9	162945894	2006-08-09
Zero Dark Thirty	Drama	6.7	132820716	2013-01-11
Flipper	Family	5.3	20080020	1996-05-17
Raise Your Voice	Family	6	14867514	2004-10-08
The Nutcracker	Family	5.6	2119994	1993-11-24
A Nightmare on Elm Street 5: The Dream Child	Fantasy	5.5	22168359	1989-08-11
Don't Be Afraid of the Dark	Fantasy	5.4	36993168	2011-08-26
Evil Dead	Fantasy	6.4	97542952	2013-04-05
Jason Goes to Hell: The Final Friday	Fantasy	4.2	15938065	1993-08-13
New Nightmare	Fantasy	6.4	18090181	1994-10-14
Red Riding Hood	Fantasy	5.6	89162162	2011-03-11
Vanilla Sky	Fantasy	6.5	203388341	2001-12-14
1408	Horror	6.5	94679598	2007-06-22
30 Days of Night	Horror	6.2	75505973	2007-10-19
A Nightmare on Elm Street	Horror	7.2	25504513	2010-04-30
A Nightmare on Elm Street 4: The Dream Master	Horror	5.8	72500000	1988-08-19
Annabelle	Horror	5.6	255273813	2014-10-03
Apollo 18	Horror	5	25562924	2011-09-02
"As Above, So Below"	Horror	6.1	40100000	2014-08-29
Black Christmas	Horror	4.8	21510851	2006-12-25
Case 39	Horror	6.1	29000000	2010-10-01
Child's Play	Horror	6.3	44196684	1988-11-09
Child's Play 2	Horror	5.8	35763605	1990-11-09
Devil	Horror	5.8	33583175	2010-09-17
Diary of the Dead	Horror	5.4	5364858	2008-02-22
Drag Me to Hell	Horror	6.2	90810892	2009-05-29
Event Horizon	Horror	6.5	26673242	1997-08-15
Exorcist: The Beginning	Horror	4.7	78000586	2004-08-20
Final Destination	Horror	6.4	53302314	2000-03-17
Final Destination 2	Horror	5.9	90426405	2003-01-31
Final Destination 5	Horror	5.9	157887643	2011-08-12
Friday the 13th Part VII: The New Blood	Horror	5.3	19170001	1988-05-13
From Hell	Horror	6.6	74558115	2001-10-19
Ghost Ship	Horror	5.3	68349884	2002-10-25
Gothika	Horror	5.8	141591324	2003-11-21
Halloween	Horror	7.4	70000000	2007-08-31
Halloween 4: The Return of Michael Myers	Horror	5.9	17768757	1988-10-21
Halloween II	Horror	5.1	39421467	2009-08-28
Halloween: The Curse of Michael Myers	Horror	5	15116634	1995-09-29
Hellraiser	Horror	6.9	14564027	1987-09-18
Hostel	Horror	5.7	80578934	2006-01-06
Hostel: Part II	Horror	5.6	35619521	2007-06-08
House of 1000 Corpses	Horror	6	16829545	2003-04-11
House on Haunted Hill	Horror	5.5	40846082	1999-10-29
I Know What You Did Last Summer	Horror	5.6	125586134	1997-10-17
I Still Know What You Did Last Summer	Horror	5.1	40002112	1998-11-13
Insidious	Horror	6.8	97009150	2011-04-01
Invaders from Mars	Horror	5.5	4884663	1986-06-06
It Follows	Horror	6.6	14674076	2015-03-27
Lights Out	Horror	6.3	44107032	2016-07-22
Mirrors	Horror	6	72436439	2008-08-15
My Bloody Valentine	Horror	5.3	100734718	2009-01-16
My Soul to Take	Horror	5.2	19829957	2010-10-08
Night of the Living Dead	Horror	7.5	30000000	1990-10-19
Oculus	Horror	6.3	44030246	2014-04-11
Ouija	Horror	4.9	103590271	2014-10-24
Paranormal Activity	Horror	5.9	193355800	2009-10-16
Paranormal Activity 2	Horror	5.7	177512032	2010-10-22
Paranormal Activity 3	Horror	5.9	205703818	2011-10-21
Paranormal Activity 4	Horror	5.2	142817992	2012-10-19
Pet Sematary	Horror	6.4	57469467	1989-04-21
Pitch Black	Horror	6.7	53187659	2000-02-18
Poltergeist	Horror	7	122200000	2015-05-22
Poltergeist III	Horror	4.5	14144000	1988-06-10
Psycho	Horror	8.2	32000000	1998-12-04
Pulse	Horror	5	29907685	1988-03-04
Pulse	Horror	5	29907685	2006-08-11
Quarantine	Horror	5.5	40855419	2008-10-10
Saw	Horror	7.2	103911669	2004-10-29
Saw II	Horror	6.3	152925093	2005-10-28
Saw III	Horror	6.1	163876815	2006-10-27
Saw IV	Horror	5.9	139352633	2007-10-26
Saw V	Horror	5.9	113857533	2008-10-24
Scream	Horror	7	173046663	1996-12-20
Scream 2	Horror	6.1	172363301	1997-12-12
Scream 3	Horror	5.7	161834276	2000-02-04
Scream 4	Horror	6.1	97138686	2011-04-15
Session 9	Horror	6.2	373967	2001-09-14
Sinister	Horror	6.7	77712439	2012-10-12
Sinister 2	Horror	5.4	52882018	2015-08-21
Sorority Row	Horror	5.4	27206120	2009-09-11
Stay Alive	Horror	5.3	27105095	2006-03-24
Stigmata	Horror	6	50041732	1999-09-10
Stir of Echoes	Horror	6.5	21133087	1999-09-10
Supernova	Horror	4.9	14828081	2000-01-14
Texas Chainsaw 3D	Horror	5.3	47241945	2013-01-04
The Apparition	Horror	4.5	9627492	2012-08-24
The Blair Witch Project	Horror	6.3	248000000	1999-07-30
The Boy	Horror	5.8	64188367	2016-01-22
The Cabin in the Woods	Horror	6.5	66486080	2012-04-13
The Cell	Horror	6	104155843	2000-08-18
The Conjuring	Horror	7.4	318000141	2013-07-19
The Conjuring 2	Horror	7	320170008	2016-06-10
The Crazies	Horror	6.2	54956140	2010-02-26
The Devil Inside	Horror	4.6	101758490	2012-01-06
The Eye	Horror	5.5	56309766	2008-02-01
The Faculty	Horror	6.2	40283321	1998-12-25
The Final Destination	Horror	5.4	186167139	2009-08-28
The Fog	Horror	6.4	21378361	2005-10-14
The Forest	Horror	4.8	40055439	2016-01-08
The Grudge	Horror	5.8	183474602	2004-10-22
The Grudge 2	Horror	5.2	39143839	2006-10-13
The Hills Have Eyes	Horror	6.1	69623713	2006-03-10
The Innkeepers	Horror	5.4	78396	2012-04-20
The Island of Dr. Moreau	Horror	4.6	49627779	1996-08-23
The Lawnmower Man	Horror	5.4	32101000	1992-03-06
The Lazarus Effect	Horror	5.1	64110728	2015-02-27
The Lords of Salem	Horror	5.1	1165882	2013-04-18
The Midnight Meat Train	Horror	6	3533227	2008-08-07
The Mist	Horror	6.7	57096190	2007-11-21
The Omen	Horror	7.2	60922980	2006-06-06
The Order	Horror	4.8	11560806	2003-09-05
The Rage: Carrie 2	Horror	5.1	17762705	1999-03-12
The Reaping	Horror	5.4	62771059	2007-04-05
The Relic	Horror	5.8	33956608	1997-01-10
The Ring Two	Horror	5.4	161451538	2005-03-18
The Skeleton Key	Horror	6.4	91974818	2005-08-12
The Thing	Horror	7.8	19629760	2011-10-14
The Vatican Tapes	Horror	4.6	1784763	2015-08-07
The Visit	Horror	6	98450062	2015-09-11
The Witch	Horror	6.3	40423945	2016-02-19
Urban Legend	Horror	5.6	72527595	1998-09-25
When a Stranger Calls	Horror	5.4	66966987	2006-02-03
Wrong Turn	Horror	6	28650575	2003-05-30
8MM	Mystery	6.1	96618699	1999-02-26
Angels & Demons	Mystery	6.5	356613439	2009-05-15
Identity	Mystery	7.1	90259536	2003-04-25
Joy Ride	Mystery	6.3	36642838	2001-10-05
Memento	Mystery	8.1	39723096	2001-05-25
Red Eye	Mystery	6.2	57891803	2005-08-19
Secret Window	Mystery	6.4	92913171	2004-03-12
Shutter Island	Mystery	7.8	294804195	2010-02-19
Source Code	Mystery	7.1	147332697	2011-04-01
Super 8	Mystery	6.6	260095987	2011-06-10
The Boy Next Door	Mystery	4.1	52425855	2015-01-23
The Da Vinci Code	Mystery	6.5	767820459	2006-05-19
The Fourth Kind	Mystery	5.8	42333295	2009-11-06
The Number 23	Mystery	6.3	77566815	2007-02-23
The Adjustment Bureau	Romance	6.5	127869379	2011-03-04
Chronicle	Sci-Fi	6.6	145000000	2012-02-03
Project Almanac	Sci-Fi	6.4	32248241	2015-01-30
The Butterfly Effect	Sci-Fi	7.3	96060858	2004-01-23
The Invasion	Sci-Fi	5.7	15071514	2007-08-17
The Signal	Sci-Fi	5.8	600896	2014-07-10
